Abilify		Alcohols
Benzodiazepines		Furosemide
Benzodiazepines		Probenecid
Benzodiazepines		Anti-Inflammatory Agents, Non-Steroidal
Benzodiazepines		Pharmaceutical Preparations
Benzodiazepines		Acetaminophen
Benzodiazepines		Bumetanide
Benzodiazepines		Clofibrate
Benzodiazepines		Theophylline
Probenecid		Famotidine
Probenecid		Methotrexate
Probenecid		Angiotensin-Converting Enzyme Inhibitors
Probenecid		Acyclovir
Probenecid		aminosalicylic acid
Probenecid		Zidovudine
Probenecid		Barbiturates
Probenecid		Furosemide
Probenecid		Benzodiazepines
Probenecid		Anti-Inflammatory Agents, Non-Steroidal
Probenecid		Pharmaceutical Preparations
Probenecid		Acetaminophen
Probenecid		Bumetanide
Probenecid		Clofibrate
Probenecid		Theophylline
Anti-Inflammatory Agents, Non-Steroidal		Famotidine
Anti-Inflammatory Agents, Non-Steroidal		Methotrexate
Anti-Inflammatory Agents, Non-Steroidal		Angiotensin-Converting Enzyme Inhibitors
Anti-Inflammatory Agents, Non-Steroidal		Acyclovir
Anti-Inflammatory Agents, Non-Steroidal		aminosalicylic acid
Anti-Inflammatory Agents, Non-Steroidal		Zidovudine
Anti-Inflammatory Agents, Non-Steroidal		Barbiturates
Anti-Inflammatory Agents, Non-Steroidal		Furosemide
Anti-Inflammatory Agents, Non-Steroidal		Benzodiazepines
Anti-Inflammatory Agents, Non-Steroidal		Probenecid
Anti-Inflammatory Agents, Non-Steroidal		Pharmaceutical Preparations
Anti-Inflammatory Agents, Non-Steroidal		Acetaminophen
Anti-Inflammatory Agents, Non-Steroidal		Bumetanide
Anti-Inflammatory Agents, Non-Steroidal		Clofibrate
Anti-Inflammatory Agents, Non-Steroidal		Theophylline
Pharmaceutical Preparations		Famotidine
Pharmaceutical Preparations		Methotrexate
Pharmaceutical Preparations		Angiotensin-Converting Enzyme Inhibitors
Pharmaceutical Preparations		Acyclovir
Pharmaceutical Preparations		aminosalicylic acid
Pharmaceutical Preparations		Zidovudine
Pharmaceutical Preparations		Barbiturates
Pharmaceutical Preparations		Furosemide
Pharmaceutical Preparations		Benzodiazepines
Pharmaceutical Preparations		Probenecid
Pharmaceutical Preparations		Anti-Inflammatory Agents, Non-Steroidal
Pharmaceutical Preparations		Acetaminophen
Pharmaceutical Preparations		Bumetanide
Pharmaceutical Preparations		Clofibrate
Pharmaceutical Preparations		Theophylline
Acetaminophen		Famotidine
Acetaminophen		Methotrexate
Acetaminophen		Angiotensin-Converting Enzyme Inhibitors
Acetaminophen		Acyclovir
Acetaminophen		aminosalicylic acid
Acetaminophen		Zidovudine
Acetaminophen		Barbiturates
Acetaminophen		Furosemide
Acetaminophen		Benzodiazepines
Acetaminophen		Probenecid
Acetaminophen		Anti-Inflammatory Agents, Non-Steroidal
Acetaminophen		Pharmaceutical Preparations
Acetaminophen		Bumetanide
Acetaminophen		Clofibrate
Acetaminophen		Theophylline
Bumetanide		Famotidine
Bumetanide		Methotrexate
Bumetanide		Angiotensin-Converting Enzyme Inhibitors
Bumetanide		Acyclovir
Bumetanide		aminosalicylic acid
Bumetanide		Zidovudine
Bumetanide		Barbiturates
Bumetanide		Furosemide
Bumetanide		Benzodiazepines
Bumetanide		Probenecid
Bumetanide		Anti-Inflammatory Agents, Non-Steroidal
Bumetanide		Pharmaceutical Preparations
Bumetanide		Acetaminophen
Bumetanide		Clofibrate
Bumetanide		Theophylline
Clofibrate		Famotidine
Clofibrate		Methotrexate
Clofibrate		Angiotensin-Converting Enzyme Inhibitors
Clofibrate		Acyclovir
Clofibrate		aminosalicylic acid
Clofibrate		Zidovudine
Clofibrate		Barbiturates
Clofibrate		Furosemide
Clofibrate		Benzodiazepines
Clofibrate		Probenecid
Clofibrate		Anti-Inflammatory Agents, Non-Steroidal
Clofibrate		Pharmaceutical Preparations
Clofibrate		Acetaminophen
Clofibrate		Bumetanide
Clofibrate		Theophylline
Theophylline		Famotidine
Theophylline		Methotrexate
Theophylline		Angiotensin-Converting Enzyme Inhibitors
Theophylline		Acyclovir
Theophylline		aminosalicylic acid
Theophylline		Zidovudine
Theophylline		Barbiturates
Theophylline		Furosemide
Theophylline		Benzodiazepines
Theophylline		Probenecid
Theophylline		Anti-Inflammatory Agents, Non-Steroidal
Theophylline		Pharmaceutical Preparations
Theophylline		Acetaminophen
Theophylline		Bumetanide
Theophylline		Clofibrate
Zyvox		Serotonin Agents
Serotonin Agents		Zyvox
Calcium Channel Blockers		Disopyramide
Calcium Channel Blockers		Cardiac Depressants
Calcium Channel Blockers		Phenylalkylamine
Calcium Channel Blockers		Verapamil
Calcium Channel Blockers		Diltiazem
Calcium Channel Blockers		Anti-Arrhythmia Agents
Calcium Channel Blockers		Benzothiazepine
Calcium Channel Blockers		Zebeta
Disopyramide		Calcium Channel Blockers
Disopyramide		Cardiac Depressants
Disopyramide		Phenylalkylamine
Disopyramide		Verapamil
Disopyramide		Diltiazem
Disopyramide		Anti-Arrhythmia Agents
Disopyramide		Benzothiazepine
Disopyramide		Zebeta
Cardiac Depressants		Calcium Channel Blockers
Cardiac Depressants		Disopyramide
Cardiac Depressants		Phenylalkylamine
Cardiac Depressants		Verapamil
Cardiac Depressants		Diltiazem
Cardiac Depressants		Anti-Arrhythmia Agents
Cardiac Depressants		Benzothiazepine
Cardiac Depressants		Zebeta
Phenylalkylamine		Calcium Channel Blockers
Phenylalkylamine		Disopyramide
Phenylalkylamine		Cardiac Depressants
Phenylalkylamine		Verapamil
Phenylalkylamine		Diltiazem
Phenylalkylamine		Anti-Arrhythmia Agents
Phenylalkylamine		Benzothiazepine
Phenylalkylamine		Zebeta
Verapamil		Calcium Channel Blockers
Verapamil		Disopyramide
Verapamil		Cardiac Depressants
Verapamil		Phenylalkylamine
Verapamil		Diltiazem
Verapamil		Anti-Arrhythmia Agents
Verapamil		Benzothiazepine
Verapamil		Zebeta
Diltiazem		Calcium Channel Blockers
Diltiazem		Disopyramide
Diltiazem		Cardiac Depressants
Diltiazem		Phenylalkylamine
Diltiazem		Verapamil
Diltiazem		Anti-Arrhythmia Agents
Diltiazem		Benzothiazepine
Diltiazem		Zebeta
Anti-Arrhythmia Agents		Calcium Channel Blockers
Anti-Arrhythmia Agents		Disopyramide
Anti-Arrhythmia Agents		Cardiac Depressants
Anti-Arrhythmia Agents		Phenylalkylamine
Anti-Arrhythmia Agents		Verapamil
Anti-Arrhythmia Agents		Diltiazem
Anti-Arrhythmia Agents		Benzothiazepine
Anti-Arrhythmia Agents		Zebeta
Benzothiazepine		Calcium Channel Blockers
Benzothiazepine		Disopyramide
Benzothiazepine		Cardiac Depressants
Benzothiazepine		Phenylalkylamine
Benzothiazepine		Verapamil
Benzothiazepine		Diltiazem
Benzothiazepine		Anti-Arrhythmia Agents
Benzothiazepine		Zebeta
Zebeta		Calcium Channel Blockers
Zebeta		Disopyramide
Zebeta		Cardiac Depressants
Zebeta		Phenylalkylamine
Zebeta		Verapamil
Zebeta		Diltiazem
Zebeta		Anti-Arrhythmia Agents
Zebeta		Benzothiazepine
Rifabutin		Indinavir
Rifabutin		Azithromycin
Rifabutin		Fluconazole
Rifabutin		Triazolam
Rifabutin		Didanosine
Rifabutin		Zidovudine
Rifabutin		Trimethoprim-Sulfamethoxazole Combination
Rifabutin		Midazolam
Rifabutin		Cetirizine
Rifabutin		efavirenz
Rifabutin		sildenafil
Rifabutin		Carbamazepine
Rifabutin		atorvastatin
Rifabutin		Theophylline
Indinavir		Rifabutin
Indinavir		Azithromycin
Indinavir		Fluconazole
Indinavir		Triazolam
Indinavir		Didanosine
Indinavir		Zidovudine
Indinavir		Trimethoprim-Sulfamethoxazole Combination
Indinavir		Midazolam
Indinavir		Cetirizine
Indinavir		efavirenz
Indinavir		sildenafil
Indinavir		Carbamazepine
Indinavir		atorvastatin
Indinavir		Theophylline
Azithromycin		Rifabutin
Azithromycin		Indinavir
Azithromycin		Fluconazole
Azithromycin		Triazolam
Azithromycin		Didanosine
Azithromycin		Zidovudine
Azithromycin		Trimethoprim-Sulfamethoxazole Combination
Azithromycin		Midazolam
Azithromycin		Cetirizine
Azithromycin		efavirenz
Azithromycin		sildenafil
Azithromycin		Carbamazepine
Azithromycin		atorvastatin
Azithromycin		Theophylline
Fluconazole		Rifabutin
Fluconazole		Indinavir
Fluconazole		Azithromycin
Fluconazole		Triazolam
Fluconazole		Didanosine
Fluconazole		Zidovudine
Fluconazole		Trimethoprim-Sulfamethoxazole Combination
Fluconazole		Midazolam
Fluconazole		Cetirizine
Fluconazole		efavirenz
Fluconazole		sildenafil
Fluconazole		Carbamazepine
Fluconazole		atorvastatin
Fluconazole		Theophylline
Triazolam		Rifabutin
Triazolam		Indinavir
Triazolam		Azithromycin
Triazolam		Fluconazole
Triazolam		Didanosine
Triazolam		Zidovudine
Triazolam		Trimethoprim-Sulfamethoxazole Combination
Triazolam		Midazolam
Triazolam		Cetirizine
Triazolam		efavirenz
Triazolam		sildenafil
Triazolam		Carbamazepine
Triazolam		atorvastatin
Triazolam		Theophylline
Didanosine		Rifabutin
Didanosine		Indinavir
Didanosine		Azithromycin
Didanosine		Fluconazole
Didanosine		Triazolam
Didanosine		Zidovudine
Didanosine		Trimethoprim-Sulfamethoxazole Combination
Didanosine		Midazolam
Didanosine		Cetirizine
Didanosine		efavirenz
Didanosine		sildenafil
Didanosine		Carbamazepine
Didanosine		atorvastatin
Didanosine		Theophylline
Zidovudine		Rifabutin
Zidovudine		Indinavir
Zidovudine		Azithromycin
Zidovudine		Fluconazole
Zidovudine		Triazolam
Zidovudine		Didanosine
Zidovudine		Trimethoprim-Sulfamethoxazole Combination
Zidovudine		Midazolam
Zidovudine		Cetirizine
Zidovudine		efavirenz
Zidovudine		sildenafil
Zidovudine		Carbamazepine
Zidovudine		atorvastatin
Zidovudine		Theophylline
Trimethoprim-Sulfamethoxazole Combination		Rifabutin
Trimethoprim-Sulfamethoxazole Combination		Indinavir
Trimethoprim-Sulfamethoxazole Combination		Azithromycin
Trimethoprim-Sulfamethoxazole Combination		Fluconazole
Trimethoprim-Sulfamethoxazole Combination		Triazolam
Trimethoprim-Sulfamethoxazole Combination		Didanosine
Trimethoprim-Sulfamethoxazole Combination		Zidovudine
Trimethoprim-Sulfamethoxazole Combination		Midazolam
Trimethoprim-Sulfamethoxazole Combination		Cetirizine
Trimethoprim-Sulfamethoxazole Combination		efavirenz
Trimethoprim-Sulfamethoxazole Combination		sildenafil
Trimethoprim-Sulfamethoxazole Combination		Carbamazepine
Trimethoprim-Sulfamethoxazole Combination		atorvastatin
Trimethoprim-Sulfamethoxazole Combination		Theophylline
Midazolam		Rifabutin
Midazolam		Indinavir
Midazolam		Azithromycin
Midazolam		Fluconazole
Midazolam		Triazolam
Midazolam		Didanosine
Midazolam		Zidovudine
Midazolam		Trimethoprim-Sulfamethoxazole Combination
Midazolam		Cetirizine
Midazolam		efavirenz
Midazolam		sildenafil
Midazolam		Carbamazepine
Midazolam		atorvastatin
Midazolam		Theophylline
Cetirizine		Rifabutin
Cetirizine		Indinavir
Cetirizine		Azithromycin
Cetirizine		Fluconazole
Cetirizine		Triazolam
Cetirizine		Didanosine
Cetirizine		Zidovudine
Cetirizine		Trimethoprim-Sulfamethoxazole Combination
Cetirizine		Midazolam
Cetirizine		efavirenz
Cetirizine		sildenafil
Cetirizine		Carbamazepine
Cetirizine		atorvastatin
Cetirizine		Theophylline
efavirenz		Rifabutin
efavirenz		Indinavir
efavirenz		Azithromycin
efavirenz		Fluconazole
efavirenz		Triazolam
efavirenz		Didanosine
efavirenz		Zidovudine
efavirenz		Trimethoprim-Sulfamethoxazole Combination
efavirenz		Midazolam
efavirenz		Cetirizine
efavirenz		sildenafil
efavirenz		Carbamazepine
efavirenz		atorvastatin
efavirenz		Theophylline
sildenafil		Rifabutin
sildenafil		Indinavir
sildenafil		Azithromycin
sildenafil		Fluconazole
sildenafil		Triazolam
sildenafil		Didanosine
sildenafil		Zidovudine
sildenafil		Trimethoprim-Sulfamethoxazole Combination
sildenafil		Midazolam
sildenafil		Cetirizine
sildenafil		efavirenz
sildenafil		Carbamazepine
sildenafil		atorvastatin
sildenafil		Theophylline
Carbamazepine		Rifabutin
Carbamazepine		Indinavir
Carbamazepine		Azithromycin
Carbamazepine		Fluconazole
Carbamazepine		Triazolam
Carbamazepine		Didanosine
Carbamazepine		Zidovudine
Carbamazepine		Trimethoprim-Sulfamethoxazole Combination
Carbamazepine		Midazolam
Carbamazepine		Cetirizine
Carbamazepine		efavirenz
Carbamazepine		sildenafil
Carbamazepine		atorvastatin
Carbamazepine		Theophylline
atorvastatin		Rifabutin
atorvastatin		Indinavir
atorvastatin		Azithromycin
atorvastatin		Fluconazole
atorvastatin		Triazolam
atorvastatin		Didanosine
atorvastatin		Zidovudine
atorvastatin		Trimethoprim-Sulfamethoxazole Combination
atorvastatin		Midazolam
atorvastatin		Cetirizine
atorvastatin		efavirenz
atorvastatin		sildenafil
atorvastatin		Carbamazepine
atorvastatin		Theophylline
Theophylline		Rifabutin
Theophylline		Indinavir
Theophylline		Azithromycin
Theophylline		Fluconazole
Theophylline		Triazolam
Theophylline		Didanosine
Theophylline		Zidovudine
Theophylline		Trimethoprim-Sulfamethoxazole Combination
Theophylline		Midazolam
Theophylline		Cetirizine
Theophylline		efavirenz
Theophylline		sildenafil
Theophylline		Carbamazepine
Theophylline		atorvastatin
Antihistamines		Dextromethorphan Hydrobromide
Antihistamines		Pharmaceutical Preparations
Antihistamines		Central Nervous System Depressants
Antihistamines		Alcohols
Dextromethorphan Hydrobromide		Antihistamines
Dextromethorphan Hydrobromide		Pharmaceutical Preparations
Dextromethorphan Hydrobromide		Central Nervous System Depressants
Dextromethorphan Hydrobromide		Alcohols
Pharmaceutical Preparations		Antihistamines
Pharmaceutical Preparations		Dextromethorphan Hydrobromide
Pharmaceutical Preparations		Central Nervous System Depressants
Pharmaceutical Preparations		Alcohols
Central Nervous System Depressants		Antihistamines
Central Nervous System Depressants		Dextromethorphan Hydrobromide
Central Nervous System Depressants		Pharmaceutical Preparations
Central Nervous System Depressants		Alcohols
Alcohols		Antihistamines
Alcohols		Dextromethorphan Hydrobromide
Alcohols		Pharmaceutical Preparations
Alcohols		Central Nervous System Depressants
Indomethacin		Diflunisal
Diflunisal		Indomethacin
Cholinesterase Inhibitors		Barbiturates
Barbiturates		Cholinesterase Inhibitors
Anti-Inflammatory Agents		Diuretics
Anti-Inflammatory Agents		saluretic
Anti-Inflammatory Agents		Thiazide Diuretics
Diuretics		Anti-Inflammatory Agents
Diuretics		saluretic
Diuretics		Thiazide Diuretics
saluretic		Anti-Inflammatory Agents
saluretic		Diuretics
saluretic		Thiazide Diuretics
Thiazide Diuretics		Anti-Inflammatory Agents
Thiazide Diuretics		Diuretics
Thiazide Diuretics		saluretic
grepafloxacin		Theophylline
Theophylline		grepafloxacin
Dexamethasone		Phenobarbital
Dexamethasone		Saquinavir
Dexamethasone		Phenytoin
Dexamethasone		Carbamazepine
Phenobarbital		Dexamethasone
Phenobarbital		Saquinavir
Phenobarbital		Phenytoin
Phenobarbital		Carbamazepine
Saquinavir		Dexamethasone
Saquinavir		Phenobarbital
Saquinavir		Phenytoin
Saquinavir		Carbamazepine
Phenytoin		Dexamethasone
Phenytoin		Phenobarbital
Phenytoin		Saquinavir
Phenytoin		Carbamazepine
Carbamazepine		Dexamethasone
Carbamazepine		Phenobarbital
Carbamazepine		Saquinavir
Carbamazepine		Phenytoin
Indocin		Captopril
Indocin		Losartan
Captopril		Indocin
Captopril		Losartan
Losartan		Indocin
Losartan		Captopril
4-benzamido-4'-isothiocyanostilbene-2,2'-disulfonate		Lovastatin
4-benzamido-4'-isothiocyanostilbene-2,2'-disulfonate		Diltiazem
Lovastatin		4-benzamido-4'-isothiocyanostilbene-2,2'-disulfonate
Lovastatin		Diltiazem
Diltiazem		4-benzamido-4'-isothiocyanostilbene-2,2'-disulfonate
Diltiazem		Lovastatin
Zinc supplement		Iron
Zinc supplement		Lymecycline
Iron		Zinc supplement
Iron		Lymecycline
Lymecycline		Zinc supplement
Lymecycline		Iron
Praziquantel		albendazole sulfoxide
Praziquantel		Albendazole
albendazole sulfoxide		Praziquantel
albendazole sulfoxide		Albendazole
Albendazole		Praziquantel
Albendazole		albendazole sulfoxide
Suboxone		Benzodiazepines
Suboxone		Pharmaceutical Preparations
Suboxone		Subutex
Benzodiazepines		Suboxone
Benzodiazepines		Pharmaceutical Preparations
Benzodiazepines		Subutex
Pharmaceutical Preparations		Suboxone
Pharmaceutical Preparations		Benzodiazepines
Pharmaceutical Preparations		Subutex
Subutex		Suboxone
Subutex		Benzodiazepines
Subutex		Pharmaceutical Preparations
Magnesium Hydroxide		Antacids
Magnesium Hydroxide		Mefenamic Acid
Antacids		Magnesium Hydroxide
Antacids		Mefenamic Acid
Mefenamic Acid		Magnesium Hydroxide
Mefenamic Acid		Antacids
Lovastatin		Fluconazole
Lovastatin		Trimethoprim
Fluconazole		Lovastatin
Fluconazole		Trimethoprim
Trimethoprim		Lovastatin
Trimethoprim		Fluconazole
Allopurinol		Azathioprine
Azathioprine		Allopurinol
dirithromycin		Antacids
Antacids		dirithromycin
Diuretics		Furosemide
Diuretics		Ponstel
Furosemide		Diuretics
Furosemide		Ponstel
Ponstel		Diuretics
Ponstel		Furosemide
Indinavir		Nevirapine
Nevirapine		Indinavir
Antihypertensive Agents		apraclonidine
Antihypertensive Agents		Adrenergic beta-Antagonists
Antihypertensive Agents		Pharmaceutical Preparations
Antihypertensive Agents		Cardiac Glycosides
apraclonidine		Antihypertensive Agents
apraclonidine		Adrenergic beta-Antagonists
apraclonidine		Pharmaceutical Preparations
apraclonidine		Cardiac Glycosides
Adrenergic beta-Antagonists		Antihypertensive Agents
Adrenergic beta-Antagonists		apraclonidine
Adrenergic beta-Antagonists		Pharmaceutical Preparations
Adrenergic beta-Antagonists		Cardiac Glycosides
Pharmaceutical Preparations		Antihypertensive Agents
Pharmaceutical Preparations		apraclonidine
Pharmaceutical Preparations		Adrenergic beta-Antagonists
Pharmaceutical Preparations		Cardiac Glycosides
Cardiac Glycosides		Antihypertensive Agents
Cardiac Glycosides		apraclonidine
Cardiac Glycosides		Adrenergic beta-Antagonists
Cardiac Glycosides		Pharmaceutical Preparations
Quinolones		Theophylline
Theophylline		Quinolones
Cyclosporine		Lovastatin
Cyclosporine		Disopyramide
Cyclosporine		Bromocriptine
Cyclosporine		Alfentanil
Cyclosporine		Erythromycin
Cyclosporine		Valproate
Cyclosporine		Astemizole
Cyclosporine		Phenytoin
Cyclosporine		Pharmaceutical Preparations
Cyclosporine		Hexobarbital
Cyclosporine		Carbamazepine
Lovastatin		Cyclosporine
Lovastatin		Disopyramide
Lovastatin		Bromocriptine
Lovastatin		Alfentanil
Lovastatin		Erythromycin
Lovastatin		Valproate
Lovastatin		Astemizole
Lovastatin		Phenytoin
Lovastatin		Pharmaceutical Preparations
Lovastatin		Hexobarbital
Lovastatin		Carbamazepine
Disopyramide		Cyclosporine
Disopyramide		Lovastatin
Disopyramide		Bromocriptine
Disopyramide		Alfentanil
Disopyramide		Erythromycin
Disopyramide		Valproate
Disopyramide		Astemizole
Disopyramide		Phenytoin
Disopyramide		Pharmaceutical Preparations
Disopyramide		Hexobarbital
Disopyramide		Carbamazepine
Bromocriptine		Cyclosporine
Bromocriptine		Lovastatin
Bromocriptine		Disopyramide
Bromocriptine		Alfentanil
Bromocriptine		Erythromycin
Bromocriptine		Valproate
Bromocriptine		Astemizole
Bromocriptine		Phenytoin
Bromocriptine		Pharmaceutical Preparations
Bromocriptine		Hexobarbital
Bromocriptine		Carbamazepine
Alfentanil		Cyclosporine
Alfentanil		Lovastatin
Alfentanil		Disopyramide
Alfentanil		Bromocriptine
Alfentanil		Erythromycin
Alfentanil		Valproate
Alfentanil		Astemizole
Alfentanil		Phenytoin
Alfentanil		Pharmaceutical Preparations
Alfentanil		Hexobarbital
Alfentanil		Carbamazepine
Erythromycin		Cyclosporine
Erythromycin		Lovastatin
Erythromycin		Disopyramide
Erythromycin		Bromocriptine
Erythromycin		Alfentanil
Erythromycin		Valproate
Erythromycin		Astemizole
Erythromycin		Phenytoin
Erythromycin		Pharmaceutical Preparations
Erythromycin		Hexobarbital
Erythromycin		Carbamazepine
Valproate		Cyclosporine
Valproate		Lovastatin
Valproate		Disopyramide
Valproate		Bromocriptine
Valproate		Alfentanil
Valproate		Erythromycin
Valproate		Astemizole
Valproate		Phenytoin
Valproate		Pharmaceutical Preparations
Valproate		Hexobarbital
Valproate		Carbamazepine
Astemizole		Cyclosporine
Astemizole		Lovastatin
Astemizole		Disopyramide
Astemizole		Bromocriptine
Astemizole		Alfentanil
Astemizole		Erythromycin
Astemizole		Valproate
Astemizole		Phenytoin
Astemizole		Pharmaceutical Preparations
Astemizole		Hexobarbital
Astemizole		Carbamazepine
Phenytoin		Cyclosporine
Phenytoin		Lovastatin
Phenytoin		Disopyramide
Phenytoin		Bromocriptine
Phenytoin		Alfentanil
Phenytoin		Erythromycin
Phenytoin		Valproate
Phenytoin		Astemizole
Phenytoin		Pharmaceutical Preparations
Phenytoin		Hexobarbital
Phenytoin		Carbamazepine
Pharmaceutical Preparations		Cyclosporine
Pharmaceutical Preparations		Lovastatin
Pharmaceutical Preparations		Disopyramide
Pharmaceutical Preparations		Bromocriptine
Pharmaceutical Preparations		Alfentanil
Pharmaceutical Preparations		Erythromycin
Pharmaceutical Preparations		Valproate
Pharmaceutical Preparations		Astemizole
Pharmaceutical Preparations		Phenytoin
Pharmaceutical Preparations		Hexobarbital
Pharmaceutical Preparations		Carbamazepine
Hexobarbital		Cyclosporine
Hexobarbital		Lovastatin
Hexobarbital		Disopyramide
Hexobarbital		Bromocriptine
Hexobarbital		Alfentanil
Hexobarbital		Erythromycin
Hexobarbital		Valproate
Hexobarbital		Astemizole
Hexobarbital		Phenytoin
Hexobarbital		Pharmaceutical Preparations
Hexobarbital		Carbamazepine
Carbamazepine		Cyclosporine
Carbamazepine		Lovastatin
Carbamazepine		Disopyramide
Carbamazepine		Bromocriptine
Carbamazepine		Alfentanil
Carbamazepine		Erythromycin
Carbamazepine		Valproate
Carbamazepine		Astemizole
Carbamazepine		Phenytoin
Carbamazepine		Pharmaceutical Preparations
Carbamazepine		Hexobarbital
Hydralazine		Diazoxide
Diazoxide		Hydralazine
Hydroxymethylglutaryl-CoA Reductase Inhibitors		Relate - vinyl resin
Hydroxymethylglutaryl-CoA Reductase Inhibitors		Amiodarone
Hydroxymethylglutaryl-CoA Reductase Inhibitors		Verapamil
Relate - vinyl resin		Hydroxymethylglutaryl-CoA Reductase Inhibitors
Relate - vinyl resin		Amiodarone
Relate - vinyl resin		Verapamil
Amiodarone		Hydroxymethylglutaryl-CoA Reductase Inhibitors
Amiodarone		Relate - vinyl resin
Amiodarone		Verapamil
Verapamil		Hydroxymethylglutaryl-CoA Reductase Inhibitors
Verapamil		Relate - vinyl resin
Verapamil		Amiodarone
Cimetidine		gabapentin
Cimetidine		Creatinine
gabapentin		Cimetidine
gabapentin		Creatinine
Creatinine		Cimetidine
Creatinine		gabapentin
Enalapril		Lithium
Lithium		Enalapril
zaleplon		Cimetidine
zaleplon		Pharmaceutical Preparations
zaleplon		Enzymes
Cimetidine		zaleplon
Cimetidine		Pharmaceutical Preparations
Cimetidine		Enzymes
Pharmaceutical Preparations		zaleplon
Pharmaceutical Preparations		Cimetidine
Pharmaceutical Preparations		Enzymes
Enzymes		zaleplon
Enzymes		Cimetidine
Enzymes		Pharmaceutical Preparations
Lithium		Acetazolamide
Acetazolamide		Lithium
Pharmacologic Substance		Cisapride
Pharmacologic Substance		Rifampin
Pharmacologic Substance		Antihistamines
Pharmacologic Substance		Triazolam
Pharmacologic Substance		Amiodarone
Pharmacologic Substance		Astemizole
Pharmacologic Substance		Ergot Derivative [EPC]
Pharmacologic Substance		Benzodiazepines
Pharmacologic Substance		Anti-Arrhythmia Agents
Pharmacologic Substance		Pharmaceutical Preparations
Pharmacologic Substance		Midazolam
Pharmacologic Substance		Terfenadine
Pharmacologic Substance		Quinidine
Pharmacologic Substance		Viracept
Pharmacologic Substance		Antimycobacterial agent
Cisapride		Pharmacologic Substance
Cisapride		Rifampin
Cisapride		Antihistamines
Cisapride		Triazolam
Cisapride		Amiodarone
Cisapride		Astemizole
Cisapride		Ergot Derivative [EPC]
Cisapride		Benzodiazepines
Cisapride		Anti-Arrhythmia Agents
Cisapride		Pharmaceutical Preparations
Cisapride		Midazolam
Cisapride		Terfenadine
Cisapride		Quinidine
Cisapride		Viracept
Cisapride		Antimycobacterial agent
Rifampin		Pharmacologic Substance
Rifampin		Cisapride
Rifampin		Antihistamines
Rifampin		Triazolam
Rifampin		Amiodarone
Rifampin		Astemizole
Rifampin		Ergot Derivative [EPC]
Rifampin		Benzodiazepines
Rifampin		Anti-Arrhythmia Agents
Rifampin		Pharmaceutical Preparations
Rifampin		Midazolam
Rifampin		Terfenadine
Rifampin		Quinidine
Rifampin		Viracept
Rifampin		Antimycobacterial agent
Antihistamines		Pharmacologic Substance
Antihistamines		Cisapride
Antihistamines		Rifampin
Antihistamines		Triazolam
Antihistamines		Amiodarone
Antihistamines		Astemizole
Antihistamines		Ergot Derivative [EPC]
Antihistamines		Benzodiazepines
Antihistamines		Anti-Arrhythmia Agents
Antihistamines		Pharmaceutical Preparations
Antihistamines		Midazolam
Antihistamines		Terfenadine
Antihistamines		Quinidine
Antihistamines		Viracept
Antihistamines		Antimycobacterial agent
Triazolam		Pharmacologic Substance
Triazolam		Cisapride
Triazolam		Rifampin
Triazolam		Antihistamines
Triazolam		Amiodarone
Triazolam		Astemizole
Triazolam		Ergot Derivative [EPC]
Triazolam		Benzodiazepines
Triazolam		Anti-Arrhythmia Agents
Triazolam		Pharmaceutical Preparations
Triazolam		Midazolam
Triazolam		Terfenadine
Triazolam		Quinidine
Triazolam		Viracept
Triazolam		Antimycobacterial agent
Amiodarone		Pharmacologic Substance
Amiodarone		Cisapride
Amiodarone		Rifampin
Amiodarone		Antihistamines
Amiodarone		Triazolam
Amiodarone		Astemizole
Amiodarone		Ergot Derivative [EPC]
Amiodarone		Benzodiazepines
Amiodarone		Anti-Arrhythmia Agents
Amiodarone		Pharmaceutical Preparations
Amiodarone		Midazolam
Amiodarone		Terfenadine
Amiodarone		Quinidine
Amiodarone		Viracept
Amiodarone		Antimycobacterial agent
Astemizole		Pharmacologic Substance
Astemizole		Cisapride
Astemizole		Rifampin
Astemizole		Antihistamines
Astemizole		Triazolam
Astemizole		Amiodarone
Astemizole		Ergot Derivative [EPC]
Astemizole		Benzodiazepines
Astemizole		Anti-Arrhythmia Agents
Astemizole		Pharmaceutical Preparations
Astemizole		Midazolam
Astemizole		Terfenadine
Astemizole		Quinidine
Astemizole		Viracept
Astemizole		Antimycobacterial agent
Ergot Derivative [EPC]		Pharmacologic Substance
Ergot Derivative [EPC]		Cisapride
Ergot Derivative [EPC]		Rifampin
Ergot Derivative [EPC]		Antihistamines
Ergot Derivative [EPC]		Triazolam
Ergot Derivative [EPC]		Amiodarone
Ergot Derivative [EPC]		Astemizole
Ergot Derivative [EPC]		Benzodiazepines
Ergot Derivative [EPC]		Anti-Arrhythmia Agents
Ergot Derivative [EPC]		Pharmaceutical Preparations
Ergot Derivative [EPC]		Midazolam
Ergot Derivative [EPC]		Terfenadine
Ergot Derivative [EPC]		Quinidine
Ergot Derivative [EPC]		Viracept
Ergot Derivative [EPC]		Antimycobacterial agent
Benzodiazepines		Pharmacologic Substance
Benzodiazepines		Cisapride
Benzodiazepines		Rifampin
Benzodiazepines		Antihistamines
Benzodiazepines		Triazolam
Benzodiazepines		Amiodarone
Benzodiazepines		Astemizole
Benzodiazepines		Ergot Derivative [EPC]
Benzodiazepines		Anti-Arrhythmia Agents
